ImageId,PredictionString
ID_271dbd4dc.jpg,0.15479 0.07080 -3.07449 8.93083 8.30982 38.07524 0.72433 -2.99265 -1.53751 0.05835 18.89374 6.94265 30.24705 0.99991 0.15991 -0.08118 -3.09264 2.84353 4.42188 17.31350 0.96793 0.15460 -0.01472 -3.07699 8.09378 5.12946 20.35510 0.87517 0.13409 -1.02324 -3.09794 20.60988 8.58865 39.76711 0.99560 0.16992 -0.01836 -3.07968 7.82923 6.08695 26.77871 0.88341 -3.00126 -0.77001 0.03933 20.93032 6.43478 26.98786 0.99992 -3.03658 -1.17403 0.08709 20.31009 5.49793 24.71528 1.00000 0.15681 0.05354 -3.08557 -1.28051 21.56094 123.74372 0.77452 0.09776 -1.39230 -3.04201 22.53848 9.06738 41.64970 0.99436 0.23931 1.07958 -3.02763 17.56545 18.47273 99.82272 0.13956 0.13539 0.00173 -3.10030 8.20156 15.51966 83.94582 0.94076 -2.99185 1.29915 0.04109 13.43382 13.86231 75.13575 0.89582 -2.96121 -1.35261 0.01043 19.58163 7.61658 34.87704 0.98341 0.16787 0.06197 -3.09777 0.08141 6.53526 31.16433 0.89874 -3.00652 0.20808 -0.00409 -28.82858 14.29327 82.33761 0.99998 0.15626 0.07082 -3.09117 -4.03435 16.76361 95.22314 0.99422 0.14122 0.06887 -3.08512 2.20087 16.71956 93.22059 0.94147 0.15167 0.04405 -3.11105 -0.53926 25.99107 156.00648 0.76852 -2.98258 -0.77307 0.05436 20.31545 6.32832 26.27340 0.94441
ID_c90f7cbee.jpg,-2.98295 -0.17930 0.01083 7.89995 11.78199 65.54461 0.66520 -2.97665 0.01945 0.02314 1.94304 8.10097 41.14705 0.64350 -2.97394 -0.16852 0.03134 5.23127 10.22332 53.97131 0.71505 -3.00063 -0.34474 0.03775 11.13527 5.97329 26.54817 0.27345 -2.99079 -0.12497 0.02566 9.17044 13.38259 72.53864 0.70046 0.12226 0.09733 -3.08404 -3.34065 5.94730 27.64963 0.48468 -2.99231 -0.13815 0.04284 4.67433 14.71732 82.47874 0.37169 -2.97480 -0.20900 0.01439 12.16533 10.89929 56.85128 0.99046 -3.00775 -0.50248 0.05621 7.64534 5.03277 21.65579 0.48207 0.13873 -0.00359 -3.10110 -3.05596 2.28067 6.13782 0.49645 -2.96542 -0.09490 0.01069 2.37364 13.38701 74.86902 0.95859 -2.97772 -0.20696 0.01068 8.44798 10.67482 57.50367 0.56071 0.24359 0.51874 -2.99541 -4.57120 8.84912 47.09719 0.14687
ID_b98072986.jpg,-2.96799 0.57524 0.03189 -30.26899 10.53117 61.58831 0.89297 0.14852 -0.01483 -3.08830 -1.26223 15.09165 85.74393 0.99855 -3.01240 0.93698 -0.02061 -38.05454 9.53930 59.32911 0.39967 0.17150 0.05642 -3.09289 4.80444 6.10633 27.64959 0.72878 0.11238 0.06836 -3.12915 15.68153 10.82790 56.14359 0.84911 -2.99948 -0.04920 0.02777 -22.30845 18.61888 113.47408 0.78266 -2.99997 -0.03611 0.02498 -27.23314 20.30171 128.85611 0.99938 0.13611 -0.03072 -3.07360 -0.10781 19.84069 116.75549 0.61740 0.13426 -0.02224 -3.06581 6.97767 3.59218 11.56681 0.88573 0.09042 0.10621 -3.13604 9.12041 21.94147 128.83713 0.55826 2.74520 1.50580 -0.55238 -36.69671 24.17297 158.87961 0.48631 0.08053 0.15414 -3.08871 -0.69888 21.88653 130.13870 0.97043 0.10741 -0.24299 -3.08815 2.55673 28.06103 167.71689 0.53647 -2.97316 0.22325 0.03176 -27.65413 11.79245 69.68488 0.77192 0.12539 0.26838 -3.08890 5.61989 26.88377 162.73560 0.77570 0.14203 0.04140 -3.08530 -5.85091 25.81510 157.99333 0.59514
ID_a04b32986.jpg,-3.01986 -1.34281 0.06433 -1.42900 18.62348 113.00682 0.54970 0.10819 0.11209 -3.07465 -3.83205 12.87055 75.54440 0.77162 0.16992 0.05061 -3.08292 4.04785 5.52265 24.03482 0.90672 0.11314 1.32196 3.13373 -25.03846 12.17567 78.33054 0.98092 -2.98484 0.01439 0.01472 -11.21851 6.17658 31.89361 0.75309 -2.98843 -0.00277 0.01502 -9.21766 3.52939 15.90941 0.94592 -3.00380 0.04846 0.01333 -13.22808 24.84119 160.90466 0.54026 -2.99211 0.08823 0.01532 -9.70526 9.56221 54.80758 0.66529 0.16553 0.01251 -3.08261 4.65560 3.80736 12.98620 0.99943 0.10450 0.01789 -3.08100 -4.92171 16.65992 99.40220 0.91747 -3.00057 -0.11927 0.01642 -7.15407 3.97216 17.85779 0.56568
ID_435a59325.jpg,-3.00992 -1.47220 0.07279 11.38747 10.23564 54.60070 0.94118 0.10645 -0.14531 -3.08640 -1.65340 13.26225 76.24495 0.99980 0.12394 -0.48497 -3.09422 5.67139 23.64665 139.66190 0.99845 0.17081 -0.52876 -3.12170 2.64085 21.72757 134.63924 0.92581 0.14498 -0.33284 -3.10838 2.47423 22.91704 132.68082 0.36534 0.14542 0.01514 -3.08705 2.74642 16.99804 97.77696 0.50482 0.12954 -0.14765 -3.09157 7.24910 26.47607 158.08099 0.97302 -2.84433 -1.26878 -0.10461 9.82314 12.36955 68.61607 0.99977 0.15353 -0.15296 -3.09808 7.16410 25.89122 157.27759 0.75165 0.16504 -0.19036 -3.10159 4.28163 22.28151 132.89023 0.94930 0.19405 -0.93063 -3.11753 9.88287 29.74925 179.07315 0.76006
ID_fc4120e7e.jpg,0.11506 -0.10859 -3.10053 -0.15657 10.02895 49.81603 0.99946 0.10098 -0.03605 -3.09213 0.10822 3.64807 13.56798 0.99920 -2.96877 0.14700 0.01097 9.02268 9.60588 43.15033 0.48499 -2.94274 0.43462 0.04612 8.13067 7.43975 32.43259 0.91499 -0.20093 -1.40796 -2.89869 -10.06823 10.30073 50.30658 0.33889 -2.94687 0.48649 0.04907 8.57921 6.52797 28.26383 0.31473 0.13552 -0.00230 -3.07225 -3.22687 2.34716 4.96219 0.99793 -2.97976 -0.06180 0.02253 3.90226 3.06945 8.94444 0.35112 -2.95336 -0.07154 0.00979 14.03323 8.42593 37.48116 0.71276 0.12727 -0.04777 -3.09337 -2.82580 6.39670 29.06370 0.32154 0.11122 -1.47803 -2.98580 -8.86252 3.64921 13.44333 0.88844 0.19700 -0.25080 -3.11219 -4.37414 12.11153 59.07641 0.94468 0.06294 1.55819 3.02691 -16.84072 8.06442 37.08769 0.38047 0.17260 -0.02693 -3.07600 -1.77046 15.63350 78.48237 0.99705 0.21236 -1.24723 -3.09738 -9.13898 4.24728 16.41806 0.85851 0.13987 -0.15056 -3.09024 -1.14253 13.15534 63.78381 0.99953 -2.97817 0.39201 0.02103 12.03903 15.40032 75.02341 0.48850 -2.96153 0.29750 0.01780 5.84156 13.91097 68.42638 0.16802 -3.01871 -0.00968 -0.04365 -3.92611 13.28751 62.15135 0.35157 -2.94992 0.31919 0.01987 10.02343 13.22910 58.49440 0.49645 0.10262 -0.00978 -3.06605 3.17698 16.53942 83.16454 0.98909 -2.96860 0.53664 0.01968 11.89846 15.60360 73.80981 0.22752
ID_ecadc2bcd.jpg,0.14160 -0.01440 -3.08176 2.80427 9.60429 51.23719 0.84179 0.13990 0.01333 -3.06594 4.19768 3.02248 8.59289 0.65764 0.11960 -1.01948 -3.08780 19.39024 10.91106 50.56860 0.96016 -3.09302 1.44383 -0.15144 -27.84231 7.17987 41.42354 0.99536 -2.97170 -0.64384 0.02504 -21.80224 22.63904 143.27185 0.96649 0.12485 -0.12174 -3.08953 1.59901 10.42302 60.05481 0.94400 0.15039 0.12294 -3.06055 5.08175 4.04659 13.76993 0.48859
ID_1e47b9162.jpg,0.14467 0.12063 -3.07019 12.74073 5.02072 18.68447 0.99987 0.14528 -0.04446 -3.07862 11.88599 7.30127 33.53244 0.99812 -2.98335 -0.00849 0.03031 -25.81981 11.63932 70.37743 0.71847 0.15441 -0.04672 -3.08165 11.62110 11.67632 60.62793 0.94831 0.15439 0.01993 -3.07375 11.67539 8.11800 38.10051 0.71367 -3.00729 -0.00037 0.01446 -13.27684 10.56416 60.03887 0.53689 0.15142 0.00191 -3.07602 11.52518 10.71262 55.42148 0.99449 0.24602 -1.37486 3.07787 23.36846 10.94755 56.31589 0.97793 0.16368 -0.00934 -3.07963 12.88575 7.11174 30.90103 0.74380 0.14619 -0.00433 -3.09229 11.73027 10.18363 50.26722 0.98047 -2.99514 -0.02291 0.01651 -29.54540 15.32964 92.27740 0.93065 0.15306 0.01835 -3.09316 2.94235 5.99108 27.15068 0.91163 0.14651 0.03559 -3.09412 12.10837 5.72462 23.05955 0.98187 -3.00898 0.06331 0.02625 -28.64520 14.53854 84.21037 0.51064 0.17701 0.10310 -3.06861 14.78409 11.14464 53.95308 0.15204 0.04382 0.05206 -3.10966 -0.67350 7.06897 36.07372 0.79183 -2.93864 -1.26952 0.01087 25.14323 8.21877 38.51565 0.22026 -2.91957 -1.37937 -0.02430 26.93240 9.26111 44.69265 0.68808 0.13925 -0.05201 -3.09536 -3.85314 11.36531 63.82720 0.99996 0.16849 -0.27603 -3.10589 14.47722 16.25760 90.04947 0.46493 0.16925 -1.38275 -3.11532 25.87132 9.54209 49.74363 0.75199 0.12885 -0.03769 -3.06451 14.19570 20.47251 114.41081 0.26260 -3.00522 0.03422 0.00064 -23.88047 22.89168 140.79491 0.91088 0.14477 -0.19848 -3.10886 -1.71320 16.72956 99.30663 0.20930 -2.98294 0.03794 -0.00607 -23.60102 23.42355 143.39162 0.64218 0.14513 -0.75647 -3.09767 17.31732 22.01032 118.42589 0.99666 -3.00651 0.17429 0.03561 -13.80690 25.16579 157.45779 0.99877 -2.99432 -0.11009 0.02704 -29.15911 16.50795 98.69969 0.56646 -3.00045 0.60867 -0.19508 -13.30084 4.05967 18.24761 0.49268 0.14655 -0.55283 -3.06147 16.73519 20.59306 111.61079 0.49166 -2.69083 -1.09819 -0.19292 27.59820 9.74755 49.79349 0.84784 -2.98494 -0.02148 0.01359 -27.09757 16.70251 101.63797 0.98856 0.11292 0.00671 -3.08192 -0.04325 10.87069 62.10139 0.80844 0.15934 -0.44338 3.11174 14.57506 25.18024 142.97226 0.61633 0.12606 -0.03338 -2.99779 12.69811 14.82591 78.40189 0.29287 0.17309 -0.40679 -3.08728 35.21164 23.61415 125.65723 0.77770 0.17320 -1.08845 -3.11685 39.07788 11.44673 55.16558 0.94946 0.08713 -0.17307 -3.02232 33.22427 29.46329 165.84523 0.41532 0.07827 -0.56383 -2.98015 35.63079 30.08558 166.81036 0.99576 0.14185 -0.31456 -3.08634 18.10217 21.77380 118.48221 0.65906 -2.72089 -1.53966 -0.23261 36.56116 12.32816 59.53563 0.90190 -3.00754 0.19340 0.02119 32.61465 16.96988 91.66037 0.95264 0.18657 -0.00307 -3.07915 14.58233 15.21989 80.30250 0.33297 0.01985 -0.65708 -2.94132 37.13352 18.12701 99.05407 0.55759 -2.96341 0.15229 -0.02793 -6.61495 2.50935 11.19549 0.58354 -2.99820 0.24128 0.02812 -24.47684 5.99383 35.02910 0.97586
ID_fca8dbc17.jpg,-2.98090 -0.03405 0.01281 -4.95207 4.62010 20.90307 0.61963 0.16616 0.02361 -3.07991 3.45431 10.72690 56.61823 0.37731 0.14777 0.14922 -3.07604 3.78347 4.69710 19.99931 0.93815 0.16181 0.08604 -3.06911 5.00651 3.15057 8.86078 0.99856 -2.98948 -0.06788 0.01892 -4.23283 2.81366 9.12597 0.98970 0.17043 0.07472 -3.07886 4.56969 4.32120 15.87432 0.72697 0.15500 -0.02745 -3.07662 3.20405 12.76213 70.49837 0.66405 -3.00280 -0.00985 -0.00206 -12.81248 11.02561 62.04623 0.90183 -2.98997 -0.07780 0.00990 -11.05551 8.66934 48.05849 0.91464 0.15289 -0.13098 -3.08864 1.27639 14.29066 80.62805 0.55302 -2.98975 -0.02483 0.02306 -10.60989 9.56835 55.85236 0.46215 0.08708 0.25150 -3.04849 3.72134 6.01471 31.11665 0.99991 0.13703 -0.76644 -3.10761 -2.34153 7.94252 38.98510 0.45009 -2.97824 -0.65328 -0.01243 10.08679 9.37402 50.68993 0.27383 -2.99681 -0.28447 0.03851 -7.71853 15.18080 90.33252 0.95598 -2.94176 -1.34554 -0.03216 12.91521 4.71778 17.60000 0.99238 -3.00612 -0.03362 0.01892 -11.21533 8.01353 44.05546 0.42315 0.11127 -0.03757 -3.09265 8.24444 10.55002 39.66336 0.34565 -2.99436 -0.11092 0.02254 -10.41478 6.59984 34.56950 0.44831 0.13360 -0.22582 -3.09975 -1.78848 28.16531 181.37358 0.46447 -2.98440 -1.19538 0.05772 13.48916 5.42646 21.61246 0.68557 0.14396 -0.04220 -3.10129 -4.51489 19.56169 120.29588 0.99953 0.09725 -0.05237 -3.08350 8.48534 10.84933 41.43922 0.37868 0.12311 0.08749 -3.08546 9.12558 12.25082 49.20239 0.32791 0.12508 0.04507 -3.09404 8.81654 10.96656 43.48003 0.39570 -2.98596 -0.23031 0.02719 -10.48710 11.31661 67.73935 0.99993
ID_2f18fd1a5.jpg,0.15562 0.26019 -3.08982 -8.39951 18.96722 108.16735 0.30920 0.12997 0.07356 -3.07625 -16.76773 6.69041 40.83192 0.99998 0.14144 0.03235 -3.07876 -15.67269 5.35329 31.38743 0.99974 0.14107 -0.02355 -3.08419 -3.85359 26.46058 147.52261 0.90029 0.13837 0.06582 -3.08883 -12.07447 8.72491 56.30787 0.32156 0.17838 -1.09694 -3.09254 -0.51608 24.66472 138.70122 0.97457 0.13404 0.00221 -3.08343 -11.88924 7.64370 46.29402 0.98685 0.13930 -0.22217 -3.08107 -1.91838 29.41798 162.56174 0.97001 -3.00366 -0.14534 0.04145 -36.29195 8.46014 56.70319 0.83275 0.12550 -0.07608 -3.06628 -18.43069 10.38053 77.65825 0.99591 0.15400 0.20739 -3.07846 -18.75629 8.72946 59.42635 0.57704 0.13791 0.09219 -3.08919 -9.97207 5.94578 30.87502 0.99979
ID_5ccfe2c95.jpg,-2.97943 0.02478 0.00241 -15.53681 5.75753 29.20792 0.60346 -3.00490 -0.00462 0.03510 -24.63085 11.84779 71.14658 0.25773 0.17314 0.04671 -3.08020 12.67750 8.20552 38.49451 0.41032 0.16061 0.04059 -3.09462 1.77569 7.68056 38.30048 0.58209 0.14091 0.02439 -3.07985 11.69413 5.58234 22.90392 0.94588 0.13197 -0.04733 -3.10200 -3.83191 13.44096 76.51257 0.92669 0.16732 -0.00795 -3.07701 13.64378 7.60707 33.71281 0.90052 0.15107 -0.02876 -3.08344 -1.41804 16.32873 94.04488 0.99951 -2.99040 0.09874 0.02086 -28.58401 10.10754 59.04791 0.28851 0.16296 -0.01984 -3.12091 5.79280 21.74590 122.84927 0.65100 -2.99992 0.04629 0.04596 -13.23460 19.27208 114.12752 0.97438 0.13346 -0.07571 -3.08290 12.29662 4.90167 18.67857 0.92391 -3.00823 -0.22101 0.03854 -30.04935 8.39457 48.12753 0.99465 0.17392 -0.07623 -3.10931 9.62883 19.99005 113.37975 0.78976 -3.01566 -0.01749 0.03026 -29.75052 15.70263 98.31148 0.86127 -3.01633 0.03607 0.03133 -22.31030 8.17666 48.14498 0.97700 -2.99226 -0.01981 0.02753 -27.52516 11.27754 66.85805 0.55990 -2.99681 0.12825 0.01507 -29.56991 9.24017 54.14020 0.99531 -3.00077 0.08420 0.00625 -24.88968 7.99139 42.25137 0.59828 -3.02941 0.31472 -0.02544 -12.10770 9.83292 59.03659 0.79843 -2.99083 -0.00136 0.01323 -17.81237 20.31728 122.13547 0.95029 0.16481 0.11648 -3.06826 11.86610 12.62933 67.61665 0.33981 -3.00396 0.17271 0.02714 -30.59502 16.06841 97.69896 0.64444 0.17176 -0.01101 -3.08740 11.75261 14.16278 76.52660 0.50470 -2.99597 -0.09295 -0.00518 -26.11404 18.80796 115.32539 0.31125
ID_b3233644d.jpg,0.18364 0.37231 -3.08689 2.20596 14.07310 76.32552 0.95489 0.13309 -0.04298 -3.07377 -3.74498 9.42793 51.91756 0.99999 0.12695 0.15299 -3.09330 -6.86004 11.77574 66.43919 0.91231 -0.04707 1.41305 2.94165 12.38546 10.18922 55.29542 0.46174 0.22080 1.35190 -3.02583 5.89055 10.56043 57.32835 0.71330 0.14504 0.08915 -3.08197 -5.02761 19.92146 119.43668 0.48686 0.14264 -0.14421 -3.10185 1.08107 5.74736 25.76239 0.98646 -3.01005 0.06426 0.01394 -31.44631 11.90692 73.12628 0.44928 -3.00349 0.02065 0.00666 -27.32837 7.91973 50.92601 0.67951 -3.01564 0.00251 0.00871 -28.35520 9.99495 59.82209 0.62060 0.14362 -0.22949 -3.08455 7.86404 18.41867 104.17966 0.79154 0.14939 -0.05106 -3.08205 4.78924 2.56634 6.11606 0.83175 -3.02556 -0.09028 0.03536 -15.86632 14.59685 86.50974 0.59611 -0.29269 1.53988 2.68503 16.52886 9.17398 46.93039 0.98290 0.18261 0.40546 -3.09699 -12.25168 7.25795 39.82006 0.64884 0.14436 -0.08400 -3.09549 -2.79365 17.02392 98.42600 0.71123 0.14367 -0.16378 -3.09575 7.13806 17.95181 103.10984 0.98236 0.15528 0.05917 -3.07244 4.34453 3.55573 11.38582 0.54652 0.14293 0.09147 -3.09518 -5.81892 2.40771 5.33783 0.81518 -3.02654 -0.46650 0.04752 -18.66246 19.47278 116.94199 0.27889 -3.11333 1.21871 -0.31758 -31.33329 20.29154 123.14691 0.98064
